Thousands of Words ;Length;Rank Oxford 100;;Rank;;;Fry's List of 1000 Most Common Words
handinesses%;12;;;;;;
handkerchief;12;;;;;;
handsomeness;12;;;;;;
happenstance;12;;;;;;
happinesses%;12;;;;;;
harassments%;12;;;;;;
hardheadedly;12;;;;;;
hardinesses%;12;;;;;;
hardscrabble;12;;;;;;
harmlessness;12;;;;;;
harmonically;12;;;;;;
harmoniously;12;;;;;;
harpsichords;12;;;;;;
harshnesses%;12;;;;;;
hastinesses%;12;;;;;;
headinesses%;12;;;;;;
headmistress;12;;;;;;
headquarters;12;;;;;;
headshrinker;12;;;;;;
healthcares%;12;;;;;;
hearthstones;12;;;;;;
heartrending;12;;;;;;
heartstrings;12;;;;;;
heartwarming;12;;;;;;
heathendoms%;12;;;;;;
heathenisms%;12;;;;;;
heatproofing;12;;;;;;
heatstrokes%;12;;;;;;
heavinesses%;12;;;;;;
heavyhearted;12;;;;;;
heavyweights;12;;;;;;
hedgehopping;12;;;;;;
heedlessness;12;;;;;;
heftinesses%;12;;;;;;
helicoptered;12;;;;;;
heliocentric;12;;;;;;
helplessness;12;;;;;;
hematologist;12;;;;;;
hemoglobins%;12;;;;;;
hemophiliacs;12;;;;;;
hemophilias%;12;;;;;;
hemorrhaging;12;;;;;;
hemstitching;12;;;;;;
henceforward;12;;;;;;
hepatitides%;12;;;;;;
hermetically;12;;;;;;
herniations%;12;;;;;;
hesitancies%;12;;;;;;
hesitatingly;12;;;;;;
heterosexual;12;;;;;;
hierarchical;12;;;;;;
hieroglyphic;12;;;;;;
highfaluting;12;;;;;;
highhandedly;12;;;;;;
highlighters;12;;;;;;
highlighting;12;;;;;;
hillinesses%;12;;;;;;
hindquarters;12;;;;;;
hippopotamus;12;;;;;;
histologies%;12;;;;;;
histologists;12;;;;;;
historically;12;;;;;;
hoarinesses%;12;;;;;;
holistically;12;;;;;;
homelessness;12;;;;;;
homemakings%;12;;;;;;
homeostases%;12;;;;;;
homesickness;12;;;;;;
homesteaders;12;;;;;;
homesteading;12;;;;;;
homeynesses%;12;;;;;;
homogenizing;12;;;;;;
homophobias%;12;;;;;;
honeycombing;12;;;;;;
honeylocusts;12;;;;;;
honeymooners;12;;;;;;
honeymooning;12;;;;;;
honeysuckles;12;;;;;;
hootenannies;12;;;;;;
hopelessness;12;;;;;;
hopscotching;12;;;;;;
horizontally;12;;;;;;
hornblendes%;12;;;;;;
horrendously;12;;;;;;
horribleness;12;;;;;;
horrifically;12;;;;;;
horsemanship;12;;;;;;
horseshoeing;12;;;;;;
horsewhipped;12;;;;;;
horticulture;12;;;;;;
hospitalized;12;;;;;;
hospitalizes;12;;;;;;
housebreaker;12;;;;;;
housecleaned;12;;;;;;
householders;12;;;;;;
househusband;12;;;;;;
housekeepers;12;;;;;;
housekeeping;12;;;;;;
housemothers;12;;;;;;
houseparents;12;;;;;;
housewarming;12;;;;;;
huffinesses%;12;;;;;;
humanitarian;12;;;;;;
humanization;12;;;;;;
humannesses%;12;;;;;;
humiliations;12;;;;;;
hummingbirds;12;;;;;;
humorousness;12;;;;;;
husbandries%;12;;;;;;
huskinesses%;12;;;;;;
hydrocarbons;12;;;;;;
hydrocephaly;12;;;;;;
hydrodynamic;12;;;;;;
hydrogenated;12;;;;;;
hydrogenates;12;;;;;;
hydrologies%;12;;;;;;
hydrologists;12;;;;;;
hydroplaning;12;;;;;;
hydrotherapy;12;;;;;;
hygienically;12;;;;;;
hypermedias%;12;;;;;;
hypertension;12;;;;;;
hypertensive;12;;;;;;
hyperthyroid;12;;;;;;
hypnotherapy;12;;;;;;
hypnotically;12;;;;;;
hypochondria;12;;;;;;
hypocritical;12;;;;;;
hypoglycemia;12;;;;;;
hypoglycemic;12;;;;;;
hypothalamus;12;;;;;;
hypothesized;12;;;;;;
hypothesizes;12;;;;;;
hypothetical;12;;;;;;
hysterectomy;12;;;;;;
hysterically;12;;;;;;
iconoclasms%;12;;;;;;
iconoclastic;12;;;;;;
idealization;12;;;;;;
identifiable;12;;;;;;
idiosyncrasy;12;;;;;;
idolatresses;12;;;;;;
illegalities;12;;;;;;
illegibility;12;;;;;;
illegitimacy;12;;;;;;
illegitimate;12;;;;;;
illiberality;12;;;;;;
illiterately;12;;;;;;
illogicality;12;;;;;;
illuminating;12;;;;;;
illumination;12;;;;;;
illusionists;12;;;;;;
illustrating;12;;;;;;
illustration;12;;;;;;
illustrative;12;;;;;;
illustrators;12;;;;;;
imaginations;12;;;;;;
imbecilities;12;;;;;;
immaculately;12;;;;;;
immanencies%;12;;;;;;
immaterially;12;;;;;;
immeasurable;12;;;;;;
immeasurably;12;;;;;;
immemorially;12;;;;;;
immobilizing;12;;;;;;
immoderately;12;;;;;;
immodesties%;12;;;;;;
immolations%;12;;;;;;
immoralities;12;;;;;;
immortalized;12;;;;;;
immortalizes;12;;;;;;
immovability;12;;;;;;
immunization;12;;;;;;
immunologist;12;;;;;;
immutability;12;;;;;;
impalements%;12;;;;;;
impartiality;12;;;;;;
impatienses%;12;;;;;;
impeachments;12;;;;;;
impenetrable;12;;;;;;
impenetrably;12;;;;;;
impenitently;12;;;;;;
imperatively;12;;;;;;
imperceptive;12;;;;;;
imperfection;12;;;;;;
imperialists;12;;;;;;
imperishable;12;;;;;;
imperishably;12;;;;;;
impermanence;12;;;;;;
impersonally;12;;;;;;
impersonated;12;;;;;;
impersonates;12;;;;;;
impersonator;12;;;;;;
impertinence;12;;;;;;
imperviously;12;;;;;;
implantation;12;;;;;;
implementing;12;;;;;;
implications;12;;;;;;
implicitness;12;;;;;;
impoliteness;12;;;;;;
imponderable;12;;;;;;
importances%;12;;;;;;
importations;12;;;;;;
impotencies%;12;;;;;;
impoverished;12;;;;;;
impoverishes;12;;;;;;
imprecations;12;;;;;;
impregnating;12;;;;;;
impregnation;12;;;;;;
impressively;12;;;;;;
imprisonment;12;;;;;;
improvements;12;;;;;;
improvidence;12;;;;;;
imprudences%;12;;;;;;
inaccessible;12;;;;;;
inaccessibly;12;;;;;;
inaccuracies;12;;;;;;
inaccurately;12;;;;;;
inactivating;12;;;;;;
inactivation;12;;;;;;
inadequacies;12;;;;;;
inadequately;12;;;;;;
inadmissible;12;;;;;;
inadvertence;12;;;;;;
inapplicable;12;;;;;;
inaptnesses%;12;;;;;;
inarticulate;12;;;;;;
inaudibility;12;;;;;;
inaugurating;12;;;;;;
inauguration;12;;;;;;
inauspicious;12;;;;;;
inbreedings%;12;;;;;;
incalculable;12;;;;;;
incalculably;12;;;;;;
incandescent;12;;;;;;
incantations;12;;;;;;
incapability;12;;;;;;
incapacitate;12;;;;;;
incarcerated;12;;;;;;
incarcerates;12;;;;;;
incarnadined;12;;;;;;
incarnadines;12;;;;;;
incarnations;12;;;;;;
incendiaries;12;;;;;;
incestuously;12;;;;;;
incidentally;12;;;;;;
incinerating;12;;;;;;
incineration;12;;;;;;
incinerators;12;;;;;;
incipiences%;12;;;;;;
incisiveness;12;;;;;;
incivilities;12;;;;;;
inclinations;12;;;;;;
incoherently;12;;;;;;
incommodious;12;;;;;;
incomparable;12;;;;;;
incomparably;12;;;;;;
incompatible;12;;;;;;
incompatibly;12;;;;;;
incompetence;12;;;;;;
incompetency;12;;;;;;
incompetents;12;;;;;;
incompletely;12;;;;;;
inconclusive;12;;;;;;
inconsistent;12;;;;;;
inconsolable;12;;;;;;
inconsolably;12;;;;;;
inconstantly;12;;;;;;
incontinence;12;;;;;;
inconvenient;12;;;;;;
incorporated;12;;;;;;
incorporates;12;;;;;;
incorrigible;12;;;;;;
incorrigibly;12;;;;;;
increasingly;12;;;;;;
incriminated;12;;;;;;
incriminates;12;;;;;;
incrustation;12;;;;;;
incubations%;12;;;;;;
incumbencies;12;;;;;;
indebtedness;12;;;;;;
indecisions%;12;;;;;;
indecisively;12;;;;;;
indecorously;12;;;;;;
indefeasible;12;;;;;;
indefeasibly;12;;;;;;
indefensible;12;;;;;;
indefensibly;12;;;;;;
indefinitely;12;;;;;;
indelicacies;12;;;;;;
indelicately;12;;;;;;
indemnifying;12;;;;;;
indentations;12;;;;;;
independence;12;;;;;;
independents;12;;;;;;
indicatively;12;;;;;;
indifference;12;;;;;;
indigestible;12;;;;;;
indirectness;12;;;;;;
indiscreetly;12;;;;;;
indiscretion;12;;;;;;
indisputable;12;;;;;;
indisputably;12;;;;;;
indissoluble;12;;;;;;
indissolubly;12;;;;;;
indistinctly;12;;;;;;
individually;12;;;;;;
individuated;12;;;;;;
individuates;12;;;;;;
indoctrinate;12;;;;;;
inductances%;12;;;;;;
industrially;12;;;;;;
ineffability;12;;;;;;
inefficiency;12;;;;;;
inelegances%;12;;;;;;
ineptitudes%;12;;;;;;
ineptnesses%;12;;;;;;
inequalities;12;;;;;;
ineradicable;12;;;;;;
inertnesses%;12;;;;;;
inessentials;12;;;;;;
inexpedience;12;;;;;;
inexpediency;12;;;;;;
inexperience;12;;;;;;
inexplicable;12;;;;;;
inexplicably;12;;;;;;
inexpressive;12;;;;;;
inextricable;12;;;;;;
inextricably;12;;;;;;
infanticides;12;;;;;;
infarctions%;12;;;;;;
infatuations;12;;;;;;
infectiously;12;;;;;;
infelicities;12;;;;;;
infelicitous;12;;;;;;
infestations;12;;;;;;
infidelities;12;;;;;;
infightings%;12;;;;;;
infiltrating;12;;;;;;
infiltration;12;;;;;;
infiltrators;12;;;;;;
infinitudes%;12;;;;;;
inflammation;12;;;;;;
inflammatory;12;;;;;;
inflationary;12;;;;;;
inflectional;12;;;;;;
inflictions%;12;;;;;;
inflorescent;12;;;;;;
infomercials;12;;;;;;
infotainment;12;;;;;;
infrequently;12;;;;;;
infringement;12;;;;;;
ingenuities%;12;;;;;;
ingloriously;12;;;;;;
ingratiating;12;;;;;;
ingratiation;12;;;;;;
inharmonious;12;;;;;;
inheritances;12;;;;;;
inhospitable;12;;;;;;
inhospitably;12;;;;;;
inhumanities;12;;;;;;
iniquitously;12;;;;;;
initializing;12;;;;;;
inoculations;12;;;;;;
inordinately;12;;;;;;
inquietudes%;12;;;;;;
inquisitions;12;;;;;;
insalubrious;12;;;;;;
inscriptions;12;;;;;;
insecticidal;12;;;;;;
insecticides;12;;;;;;
insectivores;12;;;;;;
insecurities;12;;;;;;
inseminating;12;;;;;;
insemination;12;;;;;;
inseparables;12;;;;;;
insinuations;12;;;;;;
insistences%;12;;;;;;
insolubility;12;;;;;;
inspectorate;12;;;;;;
inspirations;12;;;;;;
installation;12;;;;;;
installments;12;;;;;;
instantiated;12;;;;;;
instantiates;12;;;;;;
instillation;12;;;;;;
institutions;12;;;;;;
instructions;12;;;;;;
instrumental;12;;;;;;
instrumented;12;;;;;;
insufferable;12;;;;;;
insufferably;12;;;;;;
insufficient;12;;;;;;
insulations%;12;;;;;;
insurgencies;12;;;;;;
insurrection;12;;;;;;
integrities%;12;;;;;;
intellectual;12;;;;;;
intelligence;12;;;;;;
intelligible;12;;;;;;
intelligibly;12;;;;;;
intemperance;12;;;;;;
intensifiers;12;;;;;;
intensifying;12;;;;;;
interactions;12;;;;;;
intercepting;12;;;;;;
interception;12;;;;;;
interceptors;12;;;;;;
intercession;12;;;;;;
intercessors;12;;;;;;
intercessory;12;;;;;;
interchanged;12;;;;;;
interchanges;12;;;;;;
interconnect;12;;;;;;
interdicting;12;;;;;;
interdiction;12;;;;;;
interference;12;;;;;;
interferons%;12;;;;;;
interjecting;12;;;;;;
interjection;12;;;;;;
interlarding;12;;;;;;
interleaving;12;;;;;;
interlinings;12;;;;;;
interlinking;12;;;;;;
interlocking;12;;;;;;
interlocutor;12;;;;;;
intermarried;12;;;;;;
intermarries;12;;;;;;
intermediary;12;;;;;;
intermediate;12;;;;;;
interminable;12;;;;;;
interminably;12;;;;;;
intermingled;12;;;;;;
intermingles;12;;;;;;
intermission;12;;;;;;
intermittent;12;;;;;;
internalized;12;;;;;;
internalizes;12;;;;;;
internments%;12;;;;;;
interpolated;12;;;;;;
interpolates;12;;;;;;
interpreters;12;;;;;;
interpreting;12;;;;;;
interpretive;12;;;;;;
interregnums;12;;;;;;
interrelated;12;;;;;;
interrelates;12;;;;;;
interrogated;12;;;;;;
interrogates;12;;;;;;
interrogator;12;;;;;;
interrupters;12;;;;;;
interrupting;12;;;;;;
interruption;12;;;;;;
intersecting;12;;;;;;
intersection;12;;;;;;
intersession;12;;;;;;
interspersed;12;;;;;;
intersperses;12;;;;;;
interstellar;12;;;;;;
interstitial;12;;;;;;
intertwining;12;;;;;;
intervention;12;;;;;;
interviewees;12;;;;;;
interviewers;12;;;;;;
interviewing;12;;;;;;
intervocalic;12;;;;;;
interweaving;12;;;;;;
intestacies%;12;;;;;;
intimidating;12;;;;;;
intimidation;12;;;;;;
intolerantly;12;;;;;;
intoxicating;12;;;;;;
intoxication;12;;;;;;
intransigent;12;;;;;;
intransitive;12;;;;;;
intrauterine;12;;;;;;
intriguingly;12;;;;;;
introduction;12;;;;;;
introductory;12;;;;;;
introspected;12;;;;;;
introversion;12;;;;;;
invalidating;12;;;;;;
invalidation;12;;;;;;
invalidisms%;12;;;;;;
inventorying;12;;;;;;
invertebrate;12;;;;;;
investigated;12;;;;;;
investigates;12;;;;;;
investigator;12;;;;;;
investitures;12;;;;;;
invigorating;12;;;;;;
invigoration;12;;;;;;
invisibility;12;;;;;;
invitational;12;;;;;;
involutions%;12;;;;;;
involvements;12;;;;;;
invulnerable;12;;;;;;
invulnerably;12;;;;;;
ionizations%;12;;;;;;
irascibility;12;;;;;;
iratenesses%;12;;;;;;
iridescently;12;;;;;;
irrationally;12;;;;;;
irredeemable;12;;;;;;
irredeemably;12;;;;;;
irregardless;12;;;;;;
irregularity;12;;;;;;
irrelevances;12;;;;;;
irrelevantly;12;;;;;;
irremediable;12;;;;;;
irremediably;12;;;;;;
irresistible;12;;;;;;
irresistibly;12;;;;;;
irresolutely;12;;;;;;
irresolution;12;;;;;;
irrespective;12;;;;;;
irreverently;12;;;;;;
irreversible;12;;;;;;
irreversibly;12;;;;;;
irrigations%;12;;;;;;
irritability;12;;;;;;
irritatingly;12;;;;;;
isinglasses%;12;;;;;;
isolationism;12;;;;;;
isolationist;12;;;;;;
itchinesses%;12;;;;;;
jadednesses%;12;;;;;;
jaywalkings%;12;;;;;;
jeopardizing;12;;;;;;
jerkinesses%;12;;;;;;
jimsonweeds%;12;;;;;;
jitterbugged;12;;;;;;
jitterbugger;12;;;;;;
jocundities%;12;;;;;;
jollinesses%;12;;;;;;
journaleses%;12;;;;;;
journalisms%;12;;;;;;
journalistic;12;;;;;;
jovialities%;12;;;;;;
jubilations%;12;;;;;;
judgmentally;12;;;;;;
judicatories;12;;;;;;
judicatures%;12;;;;;;
juicinesses%;12;;;;;;
jumpinesses%;12;;;;;;
jurisdiction;12;;;;;;
kaffeeklatch;12;;;;;;
kaleidoscope;12;;;;;;
keyboardists;12;;;;;;
kindergarten;12;;;;;;
kinkinesses%;12;;;;;;
kitchenettes;12;;;;;;
kleptomaniac;12;;;;;;
knightliness;12;;;;;;
knuckleheads;12;;;;;;
kookinesses%;12;;;;;;
laboratories;12;;;;;;
labyrinthine;12;;;;;;
lallygagging;12;;;;;;
lamentations;12;;;;;;
laminations%;12;;;;;;
lamplighters;12;;;;;;
languorously;12;;;;;;
lankinesses%;12;;;;;;
largehearted;12;;;;;;
largenesses%;12;;;;;;
lasciviously;12;;;;;;
latticeworks;12;;;;;;
launderettes;12;;;;;;
laundrywoman;12;;;;;;
laundrywomen;12;;;;;;
laureateship;12;;;;;;
lawrenciums%;12;;;;;;
leaderships%;12;;;;;;
leakinesses%;12;;;;;;
leapfrogging;12;;;;;;
leaseholders;12;;;;;;
leathernecks;12;;;;;;
lectureships;12;;;;;;
leerinesses%;12;;;;;;
legalization;12;;;;;;
legginesses%;12;;;;;;
legionnaires;12;;;;;;
legislatures;12;;;;;;
legitimately;12;;;;;;
legitimating;12;;;;;;
legitimatize;12;;;;;;
legitimizing;12;;;;;;
leopardesses;12;;;;;;
lesbianisms%;12;;;;;;
levelnesses%;12;;;;;;
levitations%;12;;;;;;
lexicography;12;;;;;;
liberalisms%;12;;;;;;
liberalizing;12;;;;;;
liberations%;12;;;;;;
libertarians;12;;;;;;
licentiously;12;;;;;;
lifelessness;12;;;;;;
lifesavings%;12;;;;;;
lighthearted;12;;;;;;
lightnesses%;12;;;;;;
lightweights;12;;;;;;
limpidities%;12;;;;;;
linearities%;12;;;;;;
lipreadings%;12;;;;;;
liquefaction;12;;;;;;
liquidations;12;;;;;;
liquidities%;12;;;;;;
listlessness;12;;;;;;
literariness;12;;;;;;
literatures%;12;;;;;;
lithenesses%;12;;;;;;
lithographed;12;;;;;;
lithographer;12;;;;;;
lithographic;12;;;;;;
lithospheres;12;;;;;;
litigations%;12;;;;;;
litterateurs;12;;;;;;
liturgically;12;;;;;;
liverwursts%;12;;;;;;
loansharking;12;;;;;;
lobotomizing;12;;;;;;
localization;12;;;;;;
locomotions%;12;;;;;;
loftinesses%;12;;;;;;
loganberries;12;;;;;;
logistically;12;;;;;;
logrollings%;12;;;;;;
lollygagging;12;;;;;;
lonesomeness;12;;;;;;
longevities%;12;;;;;;
longitudinal;12;;;;;;
longshoreman;12;;;;;;
longshoremen;12;;;;;;
longstanding;12;;;;;;
loosenesses%;12;;;;;;
lopsidedness;12;;;;;;
loquacities%;12;;;;;;
loudspeakers;12;;;;;;
lousinesses%;12;;;;;;
lovechildren;12;;;;;;
lovemakings%;12;;;;;;
lowlinesses%;12;;;;;;
lubricities%;12;;;;;;
lucidnesses%;12;;;;;;
luckinesses%;12;;;;;;
lugubriously;12;;;;;;
lukewarmness;12;;;;;;
luminescence;12;;;;;;
lumpinesses%;12;;;;;;
luncheonette;12;;;;;;
luridnesses%;12;;;;;;
lusciousness;12;;;;;;
lustinesses%;12;;;;;;
luxuriances%;12;;;;;;
macadamizing;12;;;;;;
macerations%;12;;;;;;
machinations;12;;;;;;
machineries%;12;;;;;;
mackintoshes;12;;;;;;
macrobiotics;12;;;;;;
mademoiselle;12;;;;;;
magnetically;12;;;;;;
magnetizable;12;;;;;;
magnetometer;12;;;;;;
magnificence;12;;;;;;
magniloquent;12;;;;;;
maidenhairs%;12;;;;;;
maidenhoods%;12;;;;;;
maidservants;12;;;;;;
mainstreamed;12;;;;;;
maintainable;12;;;;;;
majestically;12;;;;;;
malapropisms;12;;;;;;
maledictions;12;;;;;;
malevolently;12;;;;;;
malformation;12;;;;;;
malfunctions;12;;;;;;
malignancies;12;;;;;;
malignities%;12;;;;;;
malleability;12;;;;;;
malnourished;12;;;;;;
malnutrition;12;;;;;;
malocclusion;12;;;;;;
malpractices;12;;;;;;
maltreatment;12;;;;;;
managements%;12;;;;;;
maneuverable;12;;;;;;
manginesses%;12;;;;;;
manipulating;12;;;;;;
manipulation;12;;;;;;
manipulative;12;;;;;;
manipulators;12;;;;;;
manlinesses%;12;;;;;;
manslaughter;12;;;;;;
mantelpieces;12;;;;;;
manufactured;12;;;;;;
manufacturer;12;;;;;;
manufactures;12;;;;;;
manumissions;12;;;;;;
marginalized;12;;;;;;
marginalizes;12;;;;;;
marinations%;12;;;;;;
marketplaces;12;;;;;;
marksmanship;12;;;;;;
marlinespike;12;;;;;;
marlinspikes;12;;;;;;
marquetries%;12;;;;;;
marriageable;12;;;;;;
marshmallows;12;;;;;;
marvellously;12;;;;;;
masqueraders;12;;;;;;
masquerading;12;;;;;;
mastectomies;12;;;;;;
masterminded;12;;;;;;
masterpieces;12;;;;;;
masterstroke;12;;;;;;
masturbating;12;;;;;;
masturbation;12;;;;;;
masturbatory;12;;;;;;
materialised;12;;;;;;
materialises;12;;;;;;
materialists;12;;;;;;
materialized;12;;;;;;
materializes;12;;;;;;
maternities%;12;;;;;;
mathematical;12;;;;;;
matriarchies;12;;;;;;
matriculated;12;;;;;;
matriculates;12;;;;;;
matrimonies%;12;;;;;;
maturations%;12;;;;;;
maximization;12;;;;;;
mayonnaises%;12;;;;;;
mayoralties%;12;;;;;;
mealinesses%;12;;;;;;
mealymouthed;12;;;;;;
meaningfully;12;;;;;;
measurements;12;;;;;;
meatinesses%;12;;;;;;
mechanically;12;;;;;;
medicaments%;12;;;;;;
medievalists;12;;;;;;
mediocrities;12;;;;;;
meditatively;12;;;;;;
meetinghouse;12;;;;;;
megalomaniac;12;;;;;;
melodramatic;12;;;;;;
memorability;12;;;;;;
memorialized;12;;;;;;
memorializes;12;;;;;;
memorization;12;;;;;;
mendaciously;12;;;;;;
mendacities%;12;;;;;;
menstruating;12;;;;;;
menstruation;12;;;;;;
mercantilism;12;;;;;;
merchandised;12;;;;;;
merchandiser;12;;;;;;
merchandises;12;;;;;;
merchandized;12;;;;;;
merchandizes;12;;;;;;
merchantable;12;;;;;;
meretricious;12;;;;;;
merrinesses%;12;;;;;;
messeigneurs;12;;;;;;
messinesses%;12;;;;;;
metabolizing;12;;;;;;
metalanguage;12;;;;;;
metallurgist;12;;;;;;
metalworkers;12;;;;;;
metalworking;12;;;;;;
metamorphism;12;;;;;;
metamorphose;12;;;;;;
metaphorical;12;;;;;;
metaphysical;12;;;;;;
metastasized;12;;;;;;
metastasizes;12;;;;;;
meteorically;12;;;;;;
meteorologic;12;;;;;;
methodically;12;;;;;;
meticulously;12;;;;;;
metropolises;12;;;;;;
metropolitan;12;;;;;;
microbiology;12;;;;;;
microbrewery;12;;;;;;
microcircuit;12;;;;;;
microfilming;12;;;;;;
microgrooves;12;;;;;;
micromanaged;12;;;;;;
micromanages;12;;;;;;
microseconds;12;;;;;;
microsurgery;12;;;;;;
microwavable;12;;;;;;
middleweight;12;;;;;;
militancies%;12;;;;;;
militarisms%;12;;;;;;
militaristic;12;;;;;;
militarizing;12;;;;;;
milkinesses%;12;;;;;;
millineries%;12;;;;;;
millionaires;12;;;;;;
millionnaire;12;;;;;;
milliseconds;12;;;;;;
milquetoasts;12;;;;;;
mimeographed;12;;;;;;
mindlessness;12;;;;;;
mineralogist;12;;;;;;
minestrones%;12;;;;;;
minesweepers;12;;;;;;
miniaturists;12;;;;;;
miniaturized;12;;;;;;
miniaturizes;12;;;;;;
minicomputer;12;;;;;;
minimalisms%;12;;;;;;
ministration;12;;;;;;
minnesingers;12;;;;;;
miraculously;12;;;;;;
mirthfulness;12;;;;;;
misaddressed;12;;;;;;
misaddresses;12;;;;;;
misadventure;12;;;;;;
misalignment;12;;;;;;
misalliances;12;;;;;;
misanthropes;12;;;;;;
misanthropic;12;;;;;;
misapprehend;12;;;;;;
miscalculate;12;;;;;;
miscarriages;12;;;;;;
miscellanies;12;;;;;;
misconceived;12;;;;;;
misconceives;12;;;;;;
misconducted;12;;;;;;
misconstrued;12;;;;;;
misconstrues;12;;;;;;
misdemeanors;12;;;;;;
misdemeanour;12;;;;;;
misdiagnosed;12;;;;;;
misdiagnoses;12;;;;;;
misdiagnosis;12;;;;;;
misdirecting;12;;;;;;
misdirection;12;;;;;;
misgoverning;12;;;;;;
misinforming;12;;;;;;
misinterpret;12;;;;;;
misjudgments;12;;;;;;
mislabelling;12;;;;;;
misleadingly;12;;;;;;
misogynistic;12;;;;;;
misplacement;12;;;;;;
misprisions%;12;;;;;;
mispronounce;12;;;;;;
misquotation;12;;;;;;
misreporting;12;;;;;;
misrepresent;12;;;;;;
missileries%;12;;;;;;
missionaries;12;;;;;;
misspellings;12;;;;;;
misstatement;12;;;;;;
mistinesses%;12;;;;;;
mistreatment;12;;;;;;
mitigations%;12;;;;;;
mnemonically;12;;;;;;
mobilization;12;;;;;;
mockingbirds;12;;;;;;
moderateness;12;;;;;;
moderations%;12;;;;;;
modernities%;12;;;;;;
modification;12;;;;;;
moistnesses%;12;;;;;;
moisturizers;12;;;;;;
moisturizing;12;;;;;;
moldinesses%;12;;;;;;
molecularity;12;;;;;;
mollycoddled;12;;;;;;
mollycoddles;12;;;;;;
molybdenums%;12;;;;;;
monarchisms%;12;;;;;;
monarchistic;12;;;;;;
monastically;12;;;;;;
monetarisms%;12;;;;;;
moneygrubber;12;;;;;;
moneylenders;12;;;;;;
monkeyshines;12;;;;;;
monogamously;12;;;;;;
monogramming;12;;;;;;
monolinguals;12;;;;;;
monologuists;12;;;;;;
monomaniacal;12;;;;;;
monopolistic;12;;;;;;
monopolizers;12;;;;;;
monopolizing;12;;;;;;
monosyllabic;12;;;;;;
monosyllable;12;;;;;;
monotheisms%;12;;;;;;
monotheistic;12;;;;;;
monotonously;12;;;;;;
monumentally;12;;;;;;
moodinesses%;12;;;;;;
moonlighters;12;;;;;;
moonlighting;12;;;;;;
moralization;12;;;;;;
morbidities%;12;;;;;;
mortalities%;12;;;;;;
mortarboards;12;;;;;;
motherboards;12;;;;;;
motherfucker;12;;;;;;
motherhoods%;12;;;;;;
motherliness;12;;;;;;
motionlessly;12;;;;;;
motivational;12;;;;;;
motorboating;12;;;;;;
motorcycling;12;;;;;;
motorcyclist;12;;;;;;
motorization;12;;;;;;
mountaineers;12;;;;;;
mountainside;12;;;;;;
mountaintops;12;;;;;;
mournfulness;12;;;;;;
mousetrapped;12;;;;;;
mousinesses%;12;;;;;;
mozzarellas%;12;;;;;;
mucilaginous;12;;;;;;
muddinesses%;12;;;;;;
muddleheaded;12;;;;;;
mugginesses%;12;;;;;;
muleskinners;12;;;;;;
mulligatawny;12;;;;;;
multicolored;12;;;;;;
multifaceted;12;;;;;;
multifarious;12;;;;;;
multilateral;12;;;;;;
multilingual;12;;;;;;
multiplexers;12;;;;;;
multiplexing;12;;;;;;
multiplexors;12;;;;;;
multiplicand;12;;;;;;
multiplicity;12;;;;;;
multipurpose;12;;;;;;
multitasking;12;;;;;;
multivitamin;12;;;;;;
municipality;12;;;;;;
munificently;12;;;;;;
murkinesses%;12;;;;;;
mushinesses%;12;;;;;;
musicianship;12;;;;;;
musicologist;12;;;;;;
muskellunges;12;;;;;;
muskinesses%;12;;;;;;
mustinesses%;12;;;;;;
mutualities%;12;;;;;;
mysteriously;12;;;;;;
mythological;12;;;;;;
mythologists;12;;;;;;
mythologized;12;;;;;;
mythologizes;12;;;;;;
nakednesses%;12;;;;;;
namedropping;12;;;;;;
narcissisms%;12;;;;;;
narcissistic;12;;;;;;
nasalization;12;;;;;;
nastinesses%;12;;;;;;
nationalists;12;;;;;;
nationalized;12;;;;;;
nationalizes;12;;;;;;
nationhoods%;12;;;;;;
nattinesses%;12;;;;;;
naturalisms%;12;;;;;;
naturalistic;12;;;;;;
naturalizing;12;;;;;;
nauseatingly;12;;;;;;
nauseousness;12;;;;;;
navigability;12;;;;;;
navigational;12;;;;;;
navigations%;12;;;;;;
neanderthals;12;;;;;;
nebulousness;12;;;;;;
necessitated;12;;;;;;
necessitates;12;;;;;;
neckerchiefs;12;;;;;;
necrologies%;12;;;;;;
necromancers;12;;;;;;
necropolises;12;;;;;;
needinesses%;12;;;;;;
needlessness;12;;;;;;
needleworks%;12;;;;;;
negativeness;12;;;;;;
negativisms%;12;;;;;;
neglectfully;12;;;;;;
negligences%;12;;;;;;
negotiations;12;;;;;;
neighborhood;12;;;;;;
neighbouring;12;;;;;;
neoclassical;12;;;;;;
nephritides%;12;;;;;;
nephritises%;12;;;;;;
nervinesses%;12;;;;;;
networkings%;12;;;;;;
neurasthenia;12;;;;;;
neurasthenic;12;;;;;;
neurological;12;;;;;;
neurologies%;12;;;;;;
neurologists;12;;;;;;
neurosurgeon;12;;;;;;
neurosurgery;12;;;;;;
neurotically;12;;;;;;
neutralisms%;12;;;;;;
neutralizers;12;;;;;;
neutralizing;12;;;;;;
nevertheless;12;;;;;;
newspaperman;12;;;;;;
newspapermen;12;;;;;;
newsweeklies;12;;;;;;
newsworthier;12;;;;;;
nickelodeons;12;;;;;;
nightclothes;12;;;;;;
nightclubbed;12;;;;;;
nightdresses;12;;;;;;
nightingales;12;;;;;;
nippinesses%;12;;;;;;
